code	name	shortFileName	action	object
517121	Telecommunications Resellers	TelecommunicationsResellers	Connect	Telecommunications Resellers
517122	Agents for Wireless Telecommunications Services	AgentsWireless	Connect	Agents Wireless
517410	Satellite Telecommunications	SatelliteTelecommunications	Beam	Satellite Telecommunications
517810	All Other Telecommunications	Telecommunications	Connect	Telecommunications
518210	Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services	ComputingInfrastructure	Host	Computing Infrastructure
519210	Libraries and Archives	LibrariesArchives	Search	Libraries Archives
519290	Web Search Portals and All Other Information Services	WebSearch	Search	Web Search
521110	Monetary Authorities-Central Bank	MonetaryAuthorities-Central	Regulate	Currency
522110	Commercial Banking	CommercialBanking	Bank	Deposits
522130	Credit Unions	CreditUnions	Bank	Members
522180	Savings Institutions and Other Depository Credit Intermediation	SavingsInstitutions	Bank	Savings
522210	Credit Card Issuing	CreditCard	Lend	Credit
522220	Sales Financing	SalesFinancing	Lend	Purchases
522291	Consumer Lending	ConsumerLending	Lend	Consumers
522292	Real Estate Credit	RealEstate	Lend	Mortgages
522299	International, Secondary Market, and All Other Nondepository Credit Intermediation	International	Lend	Loans
522310	Mortgage and Nonmortgage Loan Brokers	MortgageNonmortgage	Process	Loans
522320	Financial Transactions Processing, Reserve, and Clearinghouse Activities	FinancialTransactions	Process	Transactions
522390	Other Activities Related to Credit Intermediation	ActivitiesRelated	Process	Credit
523150	Investment Banking and Securities Intermediation	InvestmentBanking	Trade	Securities
523160	Commodity Contracts Intermediation	CommodityContracts	Trade	Commodities
523210	Securities and Commodity Exchanges	SecuritiesCommodity	Trade	Markets
523910	Miscellaneous Intermediation	Intermediation	Invest	Funds
523940	Portfolio Management and Investment Advice	PortfolioManagement	Invest	Portfolios
523991	Trust, Fiduciary, and Custody Activities	Trust	Invest	Assets
523999	Miscellaneous Financial Investment Activities	FinancialInvestment	Invest	Investments
524113	Direct Life Insurance Carriers	DirectLife	Insure	Lives
524114	Direct Health and Medical Insurance Carriers	DirectHealth	Insure	Health
524126	Direct Property and Casualty Insurance Carriers	DirectProperty	Insure	Property
524127	Direct Title Insurance Carriers	DirectTitle	Insure	Titles
524128	Other Direct Insurance (except Life, Health, and Medical) Carriers	DirectInsurance	Insure	Risks
524130	Reinsurance Carriers	Reinsurance	Insure	Policies
524210	Insurance Agencies and Brokerages	InsuranceAgencies	Broker	Policies
524291	Claims Adjusting	ClaimsAdjusting	Broker	Claims
524292	Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds	PharmacyBenefit	Broker	Benefits
524298	All Other Insurance Related Activities	InsuranceRelated	Broker	Insurance
525110	Pension Funds	PensionFunds	Manage	Pensions
525120	Health and Welfare Funds	HealthWelfare	Manage	Benefits
525190	Other Insurance Funds	InsuranceFunds	Manage	Reserves
525910	Open-End Investment Funds	Open-EndInvestment	Pool	Portfolios
525920	Trusts, Estates, and Agency Accounts	Trusts	Pool	Trusts
525990	Other Financial Vehicles	FinancialVehicles	Pool	Investments
531110	Lessors of Residential Buildings and Dwellings	LessorsResidential	Lease	Residential
531120	Lessors of Nonresidential Buildings (except Miniwarehouses)	LessorsNonresidential	Lease	Commercial
531130	Lessors of Miniwarehouses and Self-Storage Units	LessorsMiniwarehouses	Lease	Storage
531190	Lessors of Other Real Estate Property	LessorsOther	Lease	Land
531210	Offices of Real Estate Agents and Brokers	RealEstate	Broker	Property
531311	Residential Property Managers	ResidentialProperty	Manage	Residential
531312	Nonresidential Property Managers	NonresidentialProperty	Manage	Commercial
531320	Offices of Real Estate Appraisers	RealEstate	Manage	Values
531390	Other Activities Related to Real Estate	ActivitiesRelated	Manage	Property
532111	Passenger Car Rental	PassengerCar	Rent	Cars
532112	Passenger Car Leasing	PassengerCar	Rent	Vehicles
532120	Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing	Truck	Rent	Trucks
532210	Consumer Electronics and Appliances Rental	ConsumerElectronics	Rent	Electronics
532281	Formal Wear and Costume Rental	FormalWear	Rent	Costumes
532282	Video Tape and Disc Rental	VideoTape	Rent	Videos
532283	Home Health Equipment Rental	HomeHealth	Rent	Equipment
532284	Recreational Goods Rental	RecreationalGoods	Rent	Gear
532289	All Other Consumer Goods Rental	ConsumerGoods	Rent	Goods
532310	General Rental Centers	GeneralRental	Rent	Equipment
532411	Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing	CommercialAir	Lease	Aircraft
532412	Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing	Construction	Lease	Machinery
532420	Office Machinery and Equipment Rental and Leasing	OfficeMachinery	Lease	Office
532490	Other Commercial and Industrial Machinery and Equipment Rental and Leasing	CommercialIndustrial	Lease	Equipment
533110	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	LessorsNonfinancial	License	IP
541110	Offices of Lawyers	Lawyers	Practice	Law
541120	Offices of Notaries	Notaries	Practice	Documents
541191	Title Abstract and Settlement Offices	TitleAbstract	Practice	Titles
541199	All Other Legal Services	Legal	Practice	Legal
541211	Offices of Certified Public Accountants	CertifiedPublic	Audit	Finances
541213	Tax Preparation Services	TaxPreparation	Audit	Taxes
541214	Payroll Services	Payroll	Audit	Payroll
541219	Other Accounting Services	Accounting	Audit	Books
541310	Architectural Services	Architectural	Design	Buildings
541320	Landscape Architectural Services	LandscapeArchitectural	Design	Landscapes
541330	Engineering Services	Engineering	Design	Systems
541340	Drafting Services	Drafting	Design	Plans
541350	Building Inspection Services	BuildingInspection	Design	Buildings
541360	Geophysical Surveying and Mapping Services	GeophysicalSurveying	Design	Terrain
541370	Surveying and Mapping (except Geophysical) Services	SurveyingMapping	Design	Land
541380	Testing Laboratories and Services	TestingLaboratories	Design	Materials
541410	Interior Design Services	InteriorDesign	Design	Interiors
541420	Industrial Design Services	IndustrialDesign	Design	Products
541430	Graphic Design Services	GraphicDesign	Design	Graphics
541490	Other Specialized Design Services	SpecializedDesign	Design	Designs
541511	Custom Computer Programming Services	CustomComputer	Develop	Software
541512	Computer Systems Design Services	ComputerSystems	Develop	Systems
541513	Computer Facilities Management Services	ComputerFacilities	Develop	Infrastructure
541519	Other Computer Related Services	ComputerRelated	Develop	IT
541611	Administrative Management and General Management Consulting Services	AdministrativeManagement	Consult	Strategy
541612	Human Resources Consulting Services	HumanResources	Consult	HR
541613	Marketing Consulting Services	MarketingConsulting	Consult	Marketing
541614	Process, Physical Distribution, and Logistics Consulting Services	Process	Consult	Logistics
541618	Other Management Consulting Services	ManagementConsulting	Consult	Operations
541620	Environmental Consulting Services	EnvironmentalConsulting	Consult	Environment
541690	Other Scientific and Technical Consulting Services	ScientificTechnical	Consult	Technical
541713	Research and Development in Nanotechnology	ResearchDevelopment	Research	Nanotech
541714	Research and Development in Biotechnology (except Nanobiotechnology)	ResearchDevelopment	Research	Biotech
541715	Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)	ResearchDevelopment	Research	Science
541720	Research and Development in the Social Sciences and Humanities	ResearchDevelopment	Research	Social
541810	Advertising Agencies	AdvertisingAgencies	Advertise	Campaigns
541820	Public Relations Agencies	PublicRelations	Advertise	Reputation
541830	Media Buying Agencies	MediaBuying	Advertise	Media
541840	Media Representatives	MediaRepresentatives	Advertise	Ads
541850	Indoor and Outdoor Display Advertising	IndoorOutdoor	Advertise	Displays
541860	Direct Mail Advertising	DirectMail	Advertise	Mail
541870	Advertising Material Distribution Services	AdvertisingMaterial	Advertise	Materials
541890	Other Services Related to Advertising	ServicesRelated	Advertise	Promotions
541910	Marketing Research and Public Opinion Polling	MarketingResearch	Consult	Markets
541921	Photography Studios, Portrait	PhotographyStudios	Consult	Portraits
541922	Commercial Photography	CommercialPhotography	Consult	Photos
541930	Translation and Interpretation Services	TranslationInterpretation	Consult	Languages
541940	Veterinary Services	Veterinary	Consult	Animals
541990	All Other Professional, Scientific, and Technical Services	Professional	Consult	Projects
551111	Offices of Bank Holding Companies	BankHolding	Manage	Bank Holding
551112	Offices of Other Holding Companies	HoldingCompanies	Manage	Holding Companies
551114	Corporate, Subsidiary, and Regional Managing Offices	Corporate	Manage	Corporate
561110	Office Administrative Services	OfficeAdministrative	Administer	Office Administrative
561210	Facilities Support Services	FacilitiesSupport	Support	Facilities Support
561311	Employment Placement Agencies	EmploymentPlacement	Staff	Employment Placement
561312	Executive Search Services	ExecutiveSearch	Staff	Executive Search
561320	Temporary Help Services	TemporaryHelp	Staff	Temporary Help
561330	Professional Employer Organizations	ProfessionalEmployer	Staff	Professional Employer
561410	Document Preparation Services	DocumentPreparation	Support	Document Preparation
561421	Telephone Answering Services	TelephoneAnswering	Support	Telephone Answering
561422	Telemarketing Bureaus and Other Contact Centers	TelemarketingBureaus	Support	Telemarketing Bureaus
561431	Private Mail Centers	PrivateMail	Support	Private Mail
561439	Other Business Service Centers (including Copy Shops)	BusinessService	Support	Business Service
561440	Collection Agencies	CollectionAgencies	Support	Collection Agencies
561450	Credit Bureaus	CreditBureaus	Support	Credit Bureaus
561491	Repossession Services	Repossession	Support	Repossession
561492	Court Reporting and Stenotype Services	CourtReporting	Support	Court Reporting
561499	All Other Business Support Services	BusinessSupport	Support	Business Support
561510	Travel Agencies	TravelAgencies	Book	Travel Agencies
561520	Tour Operators	TourOperators	Book	Tour Operators
561591	Convention and Visitors Bureaus	ConventionVisitors	Book	Convention Visitors
561599	All Other Travel Arrangement and Reservation Services	TravelArrangement	Book	Travel Arrangement
561611	Investigation and Personal Background Check Services	InvestigationPersonal	Secure	Investigation Personal
561612	Security Guards and Patrol Services	SecurityGuards	Secure	Security Guards
561613	Armored Car Services	ArmoredCar	Secure	Armored Car
561621	Security Systems Services (except Locksmiths)	SecuritySystems	Secure	Security Systems
561622	Locksmiths	Locksmiths	Secure	Locksmiths
561710	Exterminating and Pest Control Services	ExterminatingPest	Clean	Exterminating Pest
561720	Janitorial Services	Janitorial	Clean	Janitorial
561730	Landscaping Services	Landscaping	Clean	Landscaping
561740	Carpet and Upholstery Cleaning Services	CarpetUpholstery	Clean	Carpet Upholstery
561790	Other Services to Buildings and Dwellings	ServicesBuildings	Clean	Services Buildings
561910	Packaging and Labeling Services	PackagingLabeling	Support	Packaging Labeling
561920	Convention and Trade Show Organizers	ConventionTrade	Support	Convention Trade
561990	All Other Support Services	Support	Support	Support
562111	Solid Waste Collection	SolidWaste	Collect	Solid Waste
562112	Hazardous Waste Collection	HazardousWaste	Collect	Hazardous Waste
562119	Other Waste Collection	WasteCollection	Collect	Waste Collection
562211	Hazardous Waste Treatment and Disposal	HazardousWaste	Dispose	Hazardous Waste
562212	Solid Waste Landfill	SolidWaste	Dispose	Solid Waste
562213	Solid Waste Combustors and Incinerators	SolidWaste	Dispose	Solid Waste
562219	Other Nonhazardous Waste Treatment and Disposal	NonhazardousWaste	Dispose	Nonhazardous Waste
562910	Remediation Services	Remediation	Remediate	Remediation
562920	Materials Recovery Facilities	MaterialsRecovery	Remediate	Materials Recovery
562991	Septic Tank and Related Services	SepticTank	Remediate	Septic Tank
562998	All Other Miscellaneous Waste Management Services	WasteManagement	Remediate	Waste Management
611110	Elementary and Secondary Schools	ElementarySecondary	Teach	K12
611210	Junior Colleges	JuniorColleges	Teach	Associates
611310	Colleges, Universities, and Professional Schools	Colleges	Teach	Degrees
611410	Business and Secretarial Schools	BusinessSecretarial	Train	Business
611420	Computer Training	ComputerTraining	Train	Computers
611430	Professional and Management Development Training	ProfessionalManagement	Train	Managers
611511	Cosmetology and Barber Schools	CosmetologyBarber	Train	Stylists
611512	Flight Training	FlightTraining	Train	Pilots
611513	Apprenticeship Training	ApprenticeshipTraining	Train	Apprentices
611519	Other Technical and Trade Schools	TechnicalTrade	Train	Technicians
611610	Fine Arts Schools	FineArts	Instruct	Artists
611620	Sports and Recreation Instruction	SportsRecreation	Instruct	Athletes
611630	Language Schools	LanguageSchools	Instruct	Languages
611691	Exam Preparation and Tutoring	ExamPreparation	Instruct	Students
611692	Automobile Driving Schools	AutomobileDriving	Instruct	Drivers
611699	All Other Miscellaneous Schools and Instruction	SchoolsInstruction	Instruct	Learners
611710	Educational Support Services	EducationalSupport	Support	Schools
621111	Offices of Physicians (except Mental Health Specialists)	Physicians	Treat	Patients
621112	Offices of Physicians, Mental Health Specialists	Physicians	Treat	Mental Health
621210	Offices of Dentists	Dentists	Treat	Dental
621310	Offices of Chiropractors	Chiropractors	Treat	Spines
621320	Offices of Optometrists	Optometrists	Treat	Vision
621330	Offices of Mental Health Practitioners (except Physicians)	MentalHealth	Treat	Mental Health
621340	Offices of Physical, Occupational and Speech Therapists, and Audiologists	Physical	Treat	Rehabilitation
621391	Offices of Podiatrists	Podiatrists	Treat	Feet
621399	Offices of All Other Miscellaneous Health Practitioners	HealthPractitioners	Treat	Patients
621410	Family Planning Centers	FamilyPlanning	Treat	Families
621420	Outpatient Mental Health and Substance Abuse Centers	OutpatientMental	Treat	Addiction
621491	HMO Medical Centers	HMOMedical	Treat	Members
621492	Kidney Dialysis Centers	KidneyDialysis	Treat	Kidneys
621493	Freestanding Ambulatory Surgical and Emergency Centers	FreestandingAmbulatory	Treat	Surgery
621498	All Other Outpatient Care Centers	OutpatientCare	Treat	Outpatients
621511	Medical Laboratories	MedicalLaboratories	Diagnose	Samples
621512	Diagnostic Imaging Centers	DiagnosticImaging	Diagnose	Imaging
621610	Home Health Care Services	HomeHealth	Care	Homebound
621910	Ambulance Services	Ambulance	Treat	Emergencies
621991	Blood and Organ Banks	BloodOrgan	Treat	Blood
621999	All Other Miscellaneous Ambulatory Health Care Services	AmbulatoryHealth	Treat	Patients
622110	General Medical and Surgical Hospitals	GeneralMedical	Treat	Inpatients
622210	Psychiatric and Substance Abuse Hospitals	PsychiatricSubstance	Treat	Psychiatric
622310	Specialty (except Psychiatric and Substance Abuse) Hospitals	SpecialtyHospitals	Treat	Specialty
623110	Nursing Care Facilities (Skilled Nursing Facilities)	NursingCare	Care	Elderly
623210	Residential Intellectual and Developmental Disability Facilities	ResidentialIntellectual	Care	Disabled
623220	Residential Mental Health and Substance Abuse Facilities	ResidentialMental	Care	Recovering
623311	Continuing Care Retirement Communities	ContinuingCare	Care	Retirees
623312	Assisted Living Facilities for the Elderly	AssistedLiving	Care	Seniors
623990	Other Residential Care Facilities	ResidentialCare	Care	Residents
624110	Child and Youth Services	ChildYouth	Serve	Youth
624120	Services for the Elderly and Persons with Disabilities	ServicesElderly	Serve	Elderly
624190	Other Individual and Family Services	IndividualFamily	Serve	Families
624210	Community Food Services	CommunityFood	Aid	Hungry
624221	Temporary Shelters	TemporaryShelters	Aid	Homeless
624229	Other Community Housing Services	CommunityHousing	Aid	Housing
624230	Emergency and Other Relief Services	Emergency	Aid	Disasters
624310	Vocational Rehabilitation Services	VocationalRehabilitation	Rehabilitate	Disabled
624410	Child Care Services	ChildCare	Care	Children
711110	Theater Companies and Dinner Theaters	TheaterCompanies	Perform	Theater
711120	Dance Companies	DanceCompanies	Perform	Dance
711130	Musical Groups and Artists	MusicalGroups	Perform	Music
711190	Other Performing Arts Companies	PerformingArts	Perform	Shows
711211	Sports Teams and Clubs	SportsTeams	Compete	Teams
711212	Racetracks	Racetracks	Compete	Racetracks
711219	Other Spectator Sports	SpectatorSports	Compete	Sports
711310	Promoters of Performing Arts, Sports, and Similar Events with Facilities	PromotersPerforming	Promote	Events
711320	Promoters of Performing Arts, Sports, and Similar Events without Facilities	PromotersPerforming	Promote	Events
711410	Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures	AgentsManagers	Represent	Talent
711510	Independent Artists, Writers, and Performers	IndependentArtists	Create	Art
712110	Museums	Museums	Exhibit	History
712120	Historical Sites	HistoricalSites	Exhibit	Sites
712130	Zoos and Botanical Gardens	ZoosBotanical	Exhibit	Nature
712190	Nature Parks and Other Similar Institutions	NatureParks	Exhibit	Culture
713110	Amusement and Theme Parks	AmusementTheme	Operate	Rides
713120	Amusement Arcades	AmusementArcades	Operate	Arcades
713210	Casinos (except Casino Hotels)	Casinos	Operate	Casinos
713290	Other Gambling Industries	GamblingIndustries	Operate	Gambling
713910	Golf Courses and Country Clubs	GolfCourses	Recreate	Golf
713920	Skiing Facilities	Skiing	Recreate	Skiing
713930	Marinas	Marinas	Recreate	Marinas
713940	Fitness and Recreational Sports Centers	FitnessRecreational	Recreate	Fitness
713950	Bowling Centers	Bowling	Recreate	Bowling
713990	All Other Amusement and Recreation Industries	AmusementRecreation	Recreate	Recreation
721110	Hotels (except Casino Hotels) and Motels	HotelsMotels	Lodge	Guests
721120	Casino Hotels	CasinoHotels	Lodge	Casinos
721191	Bed-and-Breakfast Inns	Bed-and-BreakfastInns	Lodge	Resorts
721199	All Other Traveler Accommodation	TravelerAccommodation	Lodge	Travelers
721211	RV (Recreational Vehicle) Parks and Campgrounds	RVParks	Camp	Campers
721214	Recreational and Vacation Camps (except Campgrounds)	RecreationalVacation	Camp	Campers
721310	Rooming and Boarding Houses, Dormitories, and Workers' Camps	RoomingBoarding	Board	Boarders
722310	Food Service Contractors	FoodService	Cater	Events
722320	Caterers	Caterers	Cater	Caterers
722330	Mobile Food Services	MobileFood	Cater	Concessions
722410	Drinking Places (Alcoholic Beverages)	DrinkingPlaces	Serve	Drinks
722511	Full-Service Restaurants	Full-ServiceRestaurants	Serve	Diners
722513	Limited-Service Restaurants	Limited-ServiceRestaurants	Serve	Fast Food
722514	Cafeterias, Grill Buffets, and Buffets	Cafeterias	Serve	Diners
722515	Snack and Nonalcoholic Beverage Bars	SnackNonalcoholic	Serve	Snacks
811111	General Automotive Repair	GeneralAutomotive	Repair	Engines
811114	Specialized Automotive Repair	SpecializedAutomotive	Repair	Specialized Automotive
811121	Automotive Body, Paint, and Interior Repair and Maintenance	AutomotiveBody	Repair	Bodies
811122	Automotive Glass Replacement Shops	AutomotiveGlass	Repair	Interiors
811191	Automotive Oil Change and Lubrication Shops	AutomotiveOil	Repair	Glass
811192	Car Washes	CarWashes	Repair	Washes
811198	All Other Automotive Repair and Maintenance	AutomotiveRepair	Repair	Vehicles
811210	Electronic and Precision Equipment Repair and Maintenance	ElectronicPrecision	Repair	Electronics
811310	Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance	CommercialIndustrial	Repair	Machinery
811411	Home and Garden Equipment Repair and Maintenance	HomeGarden	Repair	Upholstery
811412	Appliance Repair and Maintenance	ApplianceRepair	Repair	Clothing
811420	Reupholstery and Furniture Repair	ReupholsteryFurniture	Repair	Appliances
811430	Footwear and Leather Goods Repair	FootwearLeather	Repair	Shoes
811490	Other Personal and Household Goods Repair and Maintenance	PersonalHousehold	Repair	Goods
812111	Barber Shops	BarberShops	Groom	Hair
812112	Beauty Salons	BeautySalons	Groom	Nails
812113	Nail Salons	NailSalons	Groom	Faces
812191	Diet and Weight Reducing Centers	DietWeight	Groom	Diets
812199	Other Personal Care Services	PersonalCare	Groom	Beauty
812210	Funeral Homes and Funeral Services	FuneralHomes	Inter	Deceased
812220	Cemeteries and Crematories	CemeteriesCrematories	Inter	Remains
812310	Coin-Operated Laundries and Drycleaners	Coin-OperatedLaundries	Launder	Laundry
812320	Drycleaning and Laundry Services (except Coin-Operated)	DrycleaningLaundry	Launder	Dry Cleaning
812331	Linen Supply	LinenSupply	Launder	Linens
812332	Industrial Launderers	IndustrialLaunderers	Launder	Uniforms
812910	Pet Care (except Veterinary) Services	PetCare	Serve	Pets
812921	Photofinishing Laboratories (except One-Hour)	PhotofinishingLaboratories	Serve	Photos
812922	One-Hour Photofinishing	One-HourPhotofinishing	Serve	Dates
812930	Parking Lots and Garages	ParkingLots	Serve	Parking
812990	All Other Personal Services	Personal	Serve	Personal
813110	Religious Organizations	ReligiousOrganizations	Worship	Faith
813211	Grantmaking Foundations	GrantmakingFoundations	Grant	Causes
813212	Voluntary Health Organizations	VoluntaryHealth	Grant	Charities
813219	Other Grantmaking and Giving Services	GrantmakingGiving	Grant	Donations
813311	Human Rights Organizations	HumanRights	Advocate	Rights
813312	Environment, Conservation and Wildlife Organizations	Environment	Advocate	Environment
813319	Other Social Advocacy Organizations	SocialAdvocacy	Advocate	Causes
813410	Civic and Social Organizations	CivicSocial	Organize	Communities
813910	Business Associations	BusinessAssociations	Represent	Industries
813920	Professional Organizations	ProfessionalOrganizations	Represent	Professions
813930	Labor Unions and Similar Labor Organizations	LaborUnions	Represent	Labor
813940	Political Organizations	PoliticalOrganizations	Represent	Politics
813990	Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)	SimilarOrganizations	Represent	Members
814110	Private Households	PrivateHouseholds	Employ	Households
921110	Executive Offices	ExecutiveOffices	Govern	Executive
921120	Legislative Bodies	LegislativeBodies	Govern	Legislative
921130	Public Finance Activities	PublicFinance	Govern	Finance
921140	Executive and Legislative Offices, Combined	ExecutiveLegislative	Govern	Statistics
921150	American Indian and Alaska Native Tribal Governments	AmericanIndian	Govern	Budgets
921190	Other General Government Support	GeneralGovernment	Govern	Government
922110	Courts	Courts	Enforce	Courts
922120	Police Protection	PoliceProtection	Enforce	Police
922130	Legal Counsel and Prosecution	LegalCounsel	Enforce	Legal
922140	Correctional Institutions	CorrectionalInstitutions	Enforce	Corrections
922150	Parole Offices and Probation Offices	ParoleOffices	Enforce	Parole
922160	Fire Protection	FireProtection	Enforce	Fire
922190	Other Justice, Public Order, and Safety Activities	Justice	Enforce	Safety
923110	Administration of Education Programs	AdministrationEducation	Administer	Education
923120	Administration of Public Health Programs	AdministrationPublic	Administer	Health
923130	Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)	AdministrationHuman	Administer	Veterans
923140	Administration of Veterans' Affairs	AdministrationVeterans'	Administer	Welfare
924110	Administration of Air and Water Resource and Solid Waste Management Programs	AdministrationAir	Administer	Air
924120	Administration of Conservation Programs	AdministrationConservation	Administer	Conservation
925110	Administration of Housing Programs	AdministrationHousing	Administer	Administration Housing
925120	Administration of Urban Planning and Community and Rural Development	AdministrationUrban	Administer	Administration Urban
926110	Administration of General Economic Programs	AdministrationGeneral	Administer	Commerce
926120	Regulation and Administration of Transportation Programs	RegulationAdministration	Administer	Agriculture
926130	Regulation and Administration of Communications, Electric, Gas, and Other Utilities	RegulationAdministration	Administer	Energy
926140	Regulation of Agricultural Marketing and Commodities	RegulationAgricultural	Administer	Tourism
926150	Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors	Regulation	Administer	Banking
927110	Space Research and Technology	SpaceResearch	Research	Space
928110	National Security	NationalSecurity	Defend	Defense
928120	International Affairs	InternationalAffairs	Defend	Diplomacy
